Reading Quadcopter data

Motor Difference,Angle Y, Time Difference
0,-3,3888
0,-3,3892
0,-3,3880
0,-3,3964
0,-3,3952
0,-3,3888
0,-3,3888
0,-3,3908
0,-3,3972
0,-3,3956
0,-3,3884
0,-3,3888
0,-3,3900
0,-3,3972
0,-3,3904
0,-3,3760
0,-3,3888
0,-3,3876
0,-3,3988
0,-3,3908
0,-3,3884
0,-3,3876
0,-3,3876
0,-3,3976
0,-3,3908
0,-3,3748
0,-3,3868
0,-3,3900
0,-3,4008
0,-3,3884
0,-3,3904
0,-3,3884
0,-3,3892
0,-3,4000
0,-3,3888
0,-2,3892
0,-2,3880
0,-2,3892
0,-2,3952
0,-2,3880
0,-2,3884
0,-2,3884
0,-2,3804
0,-2,3956
0,-2,3880
0,-2,3868
0,-2,3880
0,-2,3932
0,-2,3956
0,-2,3880
0,-2,3880
0,-2,3744
0,-2,3960
0,-2,3932
0,-2,3892
0,-2,3880
0,-2,3872
0,-2,3960
0,-2,3928
0,-2,3872
0,-2,3888
0,-2,3752
0,-2,3964
0,-2,3928
0,-2,3888
0,-2,3872
0,-2,3880
0,-2,4000
0,-2,3904
0,-2,3888
0,-2,3740
0,-2,3752
0,-2,3992
0,-2,3912
0,-2,3884
0,-2,3880
0,-2,3900
0,-2,3980
0,-2,3908
0,-2,3744
0,-2,3736
0,-2,3904
0,-2,3972
0,-2,3872
0,-2,3868
0,-2,3876
0,-2,3908
0,-2,3980
0,-2,3872
0,-2,3868
0,-2,3748
0,-2,3884
0,-2,3960
0,-2,3876
0,-2,3868
0,-2,3884
0,-2,3944
0,-2,3972
0,-2,3864
0,-2,3892
0,-2,3744
0,-2,3944
0,-2,3968
0,-2,3876
0,-2,3876
0,-2,3880
0,-2,3924
0,-2,3940
0,-2,3872
0,-2,3744
0,-2,3880
0,-2,3964
0,-2,3924
0,-2,3864
0,-3,3884
0,-3,3900
0,-3,3980
0,-3,3928
0,-3,3880
0,-3,3748
0,-3,3744
0,-3,3956
0,-3,3900
0,-3,3884
0,-3,3896
0,-3,3888
0,-3,3988
0,-3,3780
0,-3,3888
0,-3,3876
0,-3,3900
0,-3,3972
0,-3,3880
0,-3,3864
0,-3,3868
0,-3,3896
0,-3,3980
0,-3,3872
0,-3,3884
0,-3,3880
0,-3,3904
0,-3,4008
0,-3,3884
0,-3,3896
0,-3,3896
0,-3,3936
0,-3,3968
0,-3,3896
0,-3,3884
0,-3,3884
-2,-4,3928
-2,-4,3972
-2,-4,3876
-2,-4,3888
-2,-4,3892
-2,-4,3956
-2,-4,3972
-2,-4,3880
-2,-4,3884
-2,-4,3892
-2,-4,3952
-2,-4,3924
-2,-4,3888
-2,-4,3756
-2,-4,3884
-2,-4,3960
-2,-4,3932
-2,-4,3876
-2,-4,3868
-2,-4,3872
-2,-4,3968
-2,-4,3932
-2,-4,3888
-2,-4,3752
-2,-4,3876
-2,-4,3984
-2,-4,3896
-2,-4,3876
-2,-5,3884
-2,-5,3872
-2,-5,3992
-2,-5,3892
-2,-5,3752
-2,-5,3740
-2,-5,3900
-2,-5,3972
-2,-5,3872
-2,-5,3872
-2,-5,3860
-2,-5,3896
-2,-5,3992
-2,-5,3876
-2,-5,3744
-2,-5,3876
-2,-5,3908
-2,-5,4008
-2,-5,3872
-2,-5,3892
-2,-5,3888
-2,-5,3920
-2,-5,3956
-2,-5,3756
-2,-5,3880
-2,-5,3876
-2,-5,3932
-2,-6,3964
-2,-6,3888
-2,-6,3888
-2,-6,3884
-2,-6,3924
-2,-6,3984
-2,-6,3888
-2,-6,3884
-2,-6,3888
-2,-6,3976
-2,-6,3948
-2,-6,3884
-2,-6,3884
-2,-6,3756
-2,-6,3972
-2,-6,3940
-2,-6,3880
-2,-6,3900
-2,-6,3880
-2,-6,3972
-2,-6,3908
-2,-6,3884
-2,-6,3756
-2,-6,3880
-2,-6,3996
-2,-6,3904
-2,-6,3884
-4,-7,3880
-4,-7,3888
-4,-7,3984
-4,-7,3912
-4,-7,3896
-4,-7,3904
-4,-7,3920
-4,-7,4032
-4,-7,3892
-4,-7,3896
-4,-7,3884
-4,-7,3916
-4,-7,4016
-4,-7,3900
-4,-7,3896
-4,-7,3892
-4,-7,3968
-4,-7,3980
-4,-7,3892
-4,-7,3900
-4,-7,3756
-4,-7,3936
-4,-7,3968
-4,-7,3892
-4,-7,3900
-4,-7,3888
-4,-7,3936
-4,-7,3940
-4,-7,3768
-4,-7,3892
-4,-8,3892
-4,-8,3968
-4,-8,3948
-4,-8,3884
-4,-8,3896
-4,-8,3876
-4,-8,3968
-4,-8,3952
-4,-8,3896
-4,-8,3900
-4,-8,3892
-4,-8,3988
-4,-8,3896
-4,-8,3888
-4,-8,3888
-4,-8,3892
-4,-8,4000
-4,-8,3908
-4,-8,3892
-4,-8,3880
-4,-8,3904
-4,-8,3996
-4,-8,3888
-4,-8,3760
-4,-8,3896
-4,-8,3916
-4,-8,4000
-4,-8,3892
-4,-8,3896
-4,-8,3892
-4,-8,3944
-4,-8,3968
-4,-8,3900
-4,-8,3888
-4,-8,3888
-4,-8,3952
-4,-8,3980
-4,-8,3896
-4,-8,3888
-4,-8,3896
-4,-8,3944
-4,-8,3944
-4,-8,3912
-4,-8,3892
-4,-8,3876
-4,-8,3956
-4,-8,3948
-4,-8,3892
-4,-8,3888
-4,-8,3896
-4,-8,3984
-4,-8,3916
-4,-8,3880
-4,-8,3896
-4,-8,3768
-4,-8,3984
-4,-8,3908
-4,-8,3888
-4,-8,3908
-4,-8,3904
-4,-8,3972
-4,-8,3912
-4,-8,3760
-4,-8,3904
-4,-8,3924
-4,-8,4008
-4,-8,3896
-4,-8,3888
-4,-8,3900
-4,-8,3920
-4,-7,3992
-4,-7,3912
-4,-7,3896
-4,-7,3888
-4,-7,3944
-4,-7,3976
-4,-7,3892
-4,-7,3756
-4,-7,3884
-4,-7,3944
-4,-7,3976
-4,-7,3904
-4,-7,3896
-4,-7,3884
-4,-7,3940
-4,-7,3816
-4,-7,3896
-4,-7,3892
-4,-7,3888
-4,-7,3968
-4,-7,3948
-4,-7,3896
-4,-7,3892
-4,-7,3880
-4,-7,4000
-4,-7,3904
-4,-7,3888
-2,-6,3880
-2,-6,3892
-2,-6,4004
-2,-6,3912
-2,-6,3904
-2,-6,3904
-2,-6,3908
-2,-6,3984
-2,-6,3888
-2,-6,3896
-2,-6,3896
-2,-6,3928
-2,-6,4012
-2,-6,3880
-2,-6,3888
-2,-6,3888
-2,-6,3900
-2,-6,4004
-2,-5,3892
-2,-5,3896
-2,-5,3884
-2,-5,3944
-2,-5,3960
-2,-5,3888
-2,-5,3896
-2,-5,3888
-2,-5,3940
-2,-5,3956
-2,-5,3884
-2,-5,3896
-2,-5,3888
-2,-5,3972
-2,-5,3940
-2,-5,3908
-2,-5,3900
-2,-4,3896
-2,-4,3972
-2,-4,3940
-2,-4,3872
-2,-4,3884
-2,-4,3880
-2,-4,3968
-2,-4,3920
-2,-4,3880
-2,-4,3888
-2,-4,3884
-2,-4,4004
-2,-4,3916
-2,-4,3884
-2,-4,3892
-2,-4,3880
0,-3,3980
0,-3,3916
0,-3,3892
0,-3,3888
0,-3,3908
0,-3,3996
0,-3,3884
0,-3,3892
0,-3,3876
0,-3,3900
0,-3,3992
0,-3,3880
0,-3,3884
0,-3,3752
0,-3,3916
0,-3,3972
0,-2,3880
0,-2,3884
0,-2,3904
0,-2,3948
0,-2,3976
0,-2,3772
0,-2,3888
0,-2,3892
0,-2,3940
0,-2,3972
0,-2,3892
0,-2,3892
0,-2,3896
0,-2,3940
0,-2,3948
0,-2,3900
0,-1,3912
0,-1,3900
0,-1,4000
0,-1,3948
0,-1,3900
0,-1,3776
0,-1,3900
0,-1,4004
0,-1,3920
0,-1,3900
0,-1,3904
0,-1,3908
0,-1,4004
0,-1,3924
0,-1,3912
0,-1,3920
0,-1,3940
0,0,4028
0,0,3912
0,0,3908
0,0,3772
0,0,3912
0,0,4016
0,0,3932
0,0,3908
0,0,3904
0,0,3968
0,0,4000
0,0,3908
0,0,3900
0,0,3892
0,0,3956
0,0,3988
0,0,3772
0,0,3900
0,0,3896
0,0,3996
0,0,3964
0,0,3900
0,0,3900
0,0,3892
0,0,3968
0,0,3944
0,0,3900
0,0,3912
0,0,3904
0,0,4036
0,0,3924
0,0,3780
0,0,3916
0,0,3888
0,0,4000
0,0,3944
0,0,3904
0,0,3904
0,0,3932
0,1,4016
0,1,3912
0,1,3908
0,1,3904
0,1,3924
0,1,4000
0,1,3912
0,1,3784
0,1,3920
0,1,3952
0,1,3972
0,1,3896
0,1,3896
0,1,3892
0,1,3944
0,1,3984
0,1,3916
0,1,3920
0,1,3912
0,1,3984
0,2,3964
0,2,3896
0,2,3768
0,2,3892
0,2,3972
0,2,3944
0,2,3892
0,2,3876
0,2,3884
0,2,3964
0,2,3776
0,2,3892
0,2,3896
0,2,3900
0,2,4008
0,2,3920
0,2,3884
0,2,3892
0,2,3912
0,2,3992
0,3,3896
0,3,3884
0,3,3884
0,3,3928
0,3,4008
0,3,3884
0,3,3900
0,3,3768
0,3,3900
0,3,3996
0,3,3884
0,3,3892
0,3,3896
0,3,3936
0,3,3980
0,3,3776
0,3,3888
0,3,3904
0,3,3944
0,3,3976
2,4,3888
2,4,3880
2,4,3896
2,4,3940
2,4,3936
2,4,3888
2,4,3884
2,4,3908
2,4,3968
2,4,3944
2,4,3880
2,4,3772
2,4,3892
2,4,3976
2,4,3916
2,4,3904
2,5,3888
2,5,3904
2,5,4020
2,5,3916
2,5,3892
2,5,3896
2,5,3916
2,5,3988
2,5,3924
2,5,3904
2,5,3912
2,5,3804
2,5,4020
2,5,3884
2,5,3884
2,5,3900
2,6,3916
2,6,3988
2,6,3892
2,6,3764
2,6,3904
2,6,3936
2,6,3972
2,6,3892
2,6,3892
2,6,3888
2,6,3944
2,6,4116
2,6,3900
2,6,3884
2,6,3892
4,7,3952
4,7,3952
4,7,3916
4,7,3896
4,7,3764
4,7,3984
4,7,3952
4,7,3900
4,7,3908
4,7,3912
4,7,3992
4,7,3780
4,7,3904
4,7,3908
4,8,3912
4,8,4020
4,8,3936
4,8,3912
4,8,3908
4,8,3944
4,8,4012
4,8,3916
4,8,3900
4,8,3900
4,8,3932
4,8,4020
4,8,3912
4,8,3904
4,9,3908
4,9,3968
4,9,4008
4,9,3892
4,9,3904
4,9,3772
4,9,3960
4,9,3980
4,9,3892
4,9,3916
4,9,3900
4,9,3952
4,9,3952
4,9,3904
6,10,3908
6,10,3932
6,10,3980
6,10,3944
6,10,3904
6,10,3776
6,10,3896
6,10,4008
6,10,3920
6,10,3896
6,10,3912
6,10,3888
6,10,4012
6,11,3920
6,11,3896
6,11,3892
6,11,3916
6,11,3980
6,11,3896
6,11,3904
6,11,3884
6,11,3788
6,11,4008
6,11,3896
6,11,3896
6,11,3884
6,11,3920
6,11,3980
6,12,3888
6,12,3764
6,12,3892
6,12,3952
6,12,3976
6,12,3880
6,12,3900
6,12,3888
6,12,3948
6,12,3976
6,12,3884
6,12,3896
6,12,3880
6,12,3956
6,12,3928
6,12,3900
6,12,3884
6,13,3884
6,13,3972
6,13,3944
6,13,3884
6,13,3880
6,13,3884
6,13,3960
6,13,3944
6,13,3888
6,13,3880
6,13,3892
6,13,4000
6,13,3916
6,13,3888
6,13,3892
6,13,3836
6,13,4012
6,13,3912
6,13,3892
6,13,3884
8,14,3900
8,14,3988
8,14,3888
8,14,3892
8,14,3884
8,14,3908
8,14,4016
8,14,3884
8,14,3880
8,14,3744
8,14,3900
8,14,3972
8,14,3880
8,14,3896
8,14,3900
8,14,3940
8,14,3968
8,14,3756
8,14,3880
8,14,3888
8,14,3944
8,14,3976
8,14,3896
8,14,3888
8,14,3892
8,14,3968
8,14,3948
8,14,3888
8,15,3884
8,15,3900
8,15,3968
8,15,3940
8,15,3764
8,15,3884
8,15,3900
8,15,4020
8,15,3912
8,15,3900
8,15,3896
8,15,3888
8,15,4128
8,15,3924
8,15,3892
8,15,3884
8,15,3920
8,15,4012
8,15,3888
8,15,3900
8,15,3764
8,15,3908
8,15,4016
8,15,3896
8,15,3892
8,15,3900
8,15,3944
8,15,3984
8,15,3892
8,15,3880
8,15,3892
8,15,3940
8,15,3980
8,15,3892
8,15,3896
8,15,3900
8,15,3936
8,15,3944
8,15,3908
8,15,3888
8,15,3892
8,15,3976
8,15,3948
8,15,3748
8,14,3896
8,14,3884
8,14,3968
8,14,3936
8,14,3900
8,14,3876
8,14,3900
8,14,4000
8,14,3912
8,14,3884
8,14,3880
8,14,3900
8,14,3992
8,14,3904
8,14,3904
8,14,3884
8,14,3776
8,14,4004
8,14,3888
8,14,3892
8,14,3880
8,14,3912
8,14,3996
8,14,3900
8,14,3756
8,14,3880
6,13,3892
6,13,3948
6,13,3896
6,13,3888
6,13,3896
6,13,3936
6,13,3960
6,13,3748
6,13,3756
6,13,3900
6,13,3948
6,13,3972
6,13,3892
6,13,3884
6,13,3876
6,13,3976
6,13,3948
6,13,3880
6,12,3892
6,12,3892
6,12,3972
6,12,3940
6,12,3876
6,12,3896
6,12,3776
6,12,4008
6,12,3908
6,12,3892
6,12,3876
6,12,3884
6,12,4008
6,12,3920
6,12,3776
6,11,3900
6,11,3928
6,11,3980
6,11,3892
6,11,3900
6,11,3896
6,11,3916
6,11,4004
6,11,3908
6,11,3896
6,11,3888
6,11,3916
6,11,4032
6,10,3900
6,10,3912
6,10,3904
6,10,3956
6,10,3968
6,10,3892
6,10,3916
6,10,3900
6,10,3960
6,10,3988
6,10,3904
6,10,3904
6,10,3892
4,9,3980
4,9,3960
4,9,3912
4,9,3892
4,9,3764
4,9,3980
4,9,3948
4,9,3892
4,9,3896
4,9,3916
4,9,4012
4,9,3800
4,8,3892
4,8,3896
4,8,3908
4,8,4012
4,8,3940
4,8,3896
4,8,3900
4,8,3792
4,8,4016
4,8,3916
4,8,3912
4,7,3908
4,7,3924
4,7,4012
4,7,3772
4,7,3904
4,7,3904
4,7,3948
4,7,3992
4,7,3900
4,7,3896
4,7,3892
2,6,3808
2,6,3984
2,6,3888
2,6,3896
2,6,3892
2,6,3956
2,6,3932
2,6,3892
2,6,3756
2,6,3888
2,5,3968
2,5,3944
2,5,3900
2,5,3900
2,5,3896
2,5,3972
2,5,3920
2,5,3900
2,5,3896
2,5,3892
2,5,4000
2,4,3904
2,4,3904
2,4,3900
2,4,3768
2,4,3988
2,4,3888
2,4,3888
2,4,3876
2,4,3896
0,3,4000
0,3,3892
0,3,3760
0,3,3888
0,3,3892
0,3,3992
0,3,3888
0,3,3892
0,3,3888
0,3,3948
0,2,3976
0,2,3904
0,2,3908
0,2,3896
0,2,3936
0,2,3980
0,2,3896
0,2,3892
0,2,3900
0,1,3812
0,1,3940
0,1,3888
0,1,3888
0,1,3900
0,1,3980
0,1,3948
0,1,3908
0,1,3764
0,0,3916
0,0,3984
0,0,3956
0,0,3920
0,0,3916
0,0,3908
0,0,4000
0,0,3932
0,0,3908
0,0,3908
0,0,3924
0,0,3996
0,0,3924
0,0,3904
0,0,3900
0,0,3924
0,0,4020
0,0,3912
0,0,3908
0,0,3916
0,-1,3928
0,-1,3992
0,-1,3908
0,-1,3908
0,-1,3904
0,-1,3940
0,-1,3984
0,-1,3912
0,-1,3904
0,-1,3888
0,-2,3952
0,-2,3980
0,-2,3884
0,-2,3900
0,-2,3900
0,-2,3980
0,-2,3948
0,-2,3896
0,-2,3896
0,-3,3888
0,-3,3976
0,-3,3944
0,-3,3876
0,-3,3884
0,-3,3760
0,-3,4012
0,-3,3916
0,-3,3892
-2,-4,3884
-2,-4,3900
-2,-4,4000
-2,-4,3912
-2,-4,3752
-2,-4,3752
-2,-4,3904
-2,-4,4008
-2,-4,3888
-2,-5,3892
-2,-5,3888
-2,-5,3912
-2,-5,3992
-2,-5,3768
-2,-5,3892
-2,-5,3900
-2,-5,3916
-2,-5,3976
-2,-6,3904
-2,-6,3892
-2,-6,3888
-2,-6,3940
-2,-6,3976
-2,-6,3900
-2,-6,3900
-2,-6,3892
-2,-6,3948
-4,-7,3984
-4,-7,3888
-4,-7,3904
-4,-7,3780
-4,-7,4000
-4,-7,3960
-4,-7,3916
-4,-7,3924
-4,-7,3912
-4,-8,3992
-4,-8,3948
-4,-8,3912
-4,-8,3916
-4,-8,3912
-4,-8,4028
-4,-8,3920
-4,-8,3916
-4,-8,3908
-4,-9,3928
-4,-9,3996
-4,-9,3924
-4,-9,3920
-4,-9,3908
-4,-9,3924
-4,-9,4140
-4,-9,3892
-6,-10,3900
-6,-10,3904
-6,-10,3916
-6,-10,4012
-6,-10,3896
-6,-10,3892
-6,-10,3772
-6,-10,3932
-6,-10,3980
-6,-11,3896
-6,-11,3908
-6,-11,3896
-6,-11,3936
-6,-11,3972
-6,-11,3764
-6,-11,3884
-6,-11,3896
-6,-12,3972
-6,-12,3940
-6,-12,3904
-6,-12,3884
-6,-12,3888
-6,-12,3968
-6,-12,3944
-6,-13,3884
-6,-13,3884
-6,-13,3884
-6,-13,3972
-6,-13,3916
-6,-13,3888
-6,-13,3768
-6,-13,3888
-8,-14,4012
-8,-14,3920
-8,-14,3908
-8,-14,3908
-8,-14,3924
-8,-14,3988
-8,-14,3900
-8,-14,3896
-8,-15,3900
-8,-15,3916
-8,-15,4012
-8,-15,3904
-8,-15,3908
-8,-15,3904
-8,-15,3784
-8,-15,3964
-8,-16,3888
-8,-16,3888
-8,-16,3888
-8,-16,3952
-8,-16,3972
-8,-16,3908
-8,-16,3768
-8,-16,3896
-10,-17,3940
-10,-17,3980
-10,-17,3900
-10,-17,3892
-10,-17,3892
-10,-17,3940
-10,-17,3952
-10,-17,3896
-10,-17,3892
-10,-18,3892
-10,-18,3976
-10,-18,3948
-10,-18,3900
-10,-18,3888
-10,-18,3892
-10,-18,3976
-10,-18,3900
-10,-18,3896
-10,-19,3892
-10,-19,3880
-10,-19,4012
-10,-19,3904
-10,-19,3884
-10,-19,3748
-10,-19,3904
-10,-19,3984
-10,-19,3920
-12,-20,3884
-12,-20,3892
-12,-20,3904
-12,-20,4000
-12,-20,3748
-12,-20,3884
-12,-20,3876
-12,-20,3920
-12,-20,3984
-12,-20,3872
-12,-21,3880
-12,-21,3884
-12,-21,3932
-12,-21,3972
-12,-21,3756
-12,-21,3868
-12,-21,3888
-12,-21,3928
-12,-21,3956
-12,-21,3884
-12,-21,3884
-12,-22,3872
-12,-22,3932
-12,-22,3972
-12,-22,3876
-12,-22,3888
-12,-22,3888
-12,-22,3932
-12,-22,3928
-12,-22,3884
-12,-22,3872
-12,-22,3888
-12,-22,3964
-12,-22,3948
-12,-22,3884
-12,-22,3884
-12,-22,3884
-12,-22,3968
-12,-23,3920
-12,-23,3880
-12,-23,3896
-12,-23,3752
-12,-23,3992
-12,-23,3900
-12,-23,3876
-12,-23,3876
-12,-23,3892
-12,-23,3976
-12,-23,3876
-12,-23,3880
-12,-23,3768
-12,-23,3908
-12,-23,3984
-12,-23,3880
-12,-23,3900
-12,-23,3888
-12,-23,3900
-12,-23,4008
-12,-23,3752
-12,-23,3748
-12,-23,3888
-12,-23,3904
-12,-23,3956
-12,-23,3892
-12,-23,3892
-12,-23,3868
-12,-23,3936
-12,-23,3964
-12,-23,3884
-12,-23,3860
-12,-23,3872
-12,-23,3904
-12,-23,3960
-12,-23,3872
-12,-23,3860
-12,-23,3860
-12,-23,3924
-12,-23,3956
-12,-23,3744
-12,-22,3880
-12,-22,3876
-12,-22,3956
-12,-22,3924
-12,-22,3876
-12,-22,3872
-12,-22,3884
-12,-22,3952
-12,-22,3912
-12,-22,3744
-12,-22,3872
-12,-22,3872
-12,-22,3940
-12,-22,3932
-12,-22,3884
-12,-22,3876
-12,-21,3880
-12,-21,3992
-12,-21,3900
-12,-21,3748
-12,-21,3892
-12,-21,3876
-12,-21,3992
-12,-21,3900
-12,-21,3868
-12,-21,3880
-12,-21,3888
-12,-20,3960
-12,-20,3752
-12,-20,3880
-12,-20,3860
-12,-20,3916
-12,-20,3992
-12,-20,3872
-12,-20,3884
-12,-20,3900
-10,-19,3904
-10,-19,3984
-10,-19,3948
-10,-19,3888
-10,-19,3876
-10,-19,3940
-10,-19,3968
-10,-19,3892
-10,-19,3948
-10,-18,3880
-10,-18,3916
-10,-18,3972
-10,-18,3880
-10,-18,3956
-10,-18,3956
-10,-18,3976
-10,-17,3936
-10,-17,3900
-10,-17,3900
-10,-17,3944
-10,-17,3980
-10,-17,3952
-8,-16,3744
-8,-16,3896
-8,-16,3892
-8,-16,3996
-8,-16,3916
-8,-16,3944
-8,-15,3868
-8,-15,3880
-8,-15,4192
-8,-15,3912
-8,-15,3952
-8,-15,3952
-8,-14,3924
-8,-14,4076
-8,-14,3948
-8,-14,3892
-8,-14,3940
-6,-13,3996
-6,-13,3980
-6,-13,3924
-6,-13,3888
-6,-13,3760
-6,-12,4000
-6,-12,3984
-6,-12,3948
-6,-12,3884
-6,-11,3892
-6,-11,3944
-6,-11,3804
-6,-11,3884
-6,-11,3948
-6,-10,3900
-6,-10,4020
-6,-10,3952
-6,-10,3896
-4,-9,3948
-4,-9,3956
-4,-9,4004
-4,-9,3916
-4,-8,3924
-4,-8,3900
-4,-8,3940
-4,-8,4016
-4,-7,3980
-4,-7,3888
-4,-7,3888
-4,-7,3916
-2,-6,3988
-2,-6,3872
-2,-6,3944
-2,-5,3880
-2,-5,3896
-2,-5,4000
-2,-5,3944
-2,-4,3884
-2,-4,3872
-2,-4,3944
0,-3,3988
0,-3,3884
0,-3,3872
0,-2,3868
0,-2,3928
0,-2,3968
0,-2,3888
0,-1,3872
0,-1,3880
0,-1,3948
0,0,3972
0,0,3896
0,0,3880
0,0,3872
0,0,3968
0,0,3920
0,1,3876
0,1,3760
0,1,3748
0,2,3952
0,2,3928
0,3,3868
0,3,3864
0,3,3888
2,4,3972
2,4,3936
2,4,3892
2,5,3756
2,5,3896
2,5,3992
2,6,3900
2,6,3868
4,7,3900
4,7,3888
4,7,3976
4,8,3912
4,8,3756
4,9,3752
4,9,3904
6,10,4004
6,10,3880
6,10,3892
6,11,3876
6,11,3884
6,12,3988
6,12,3736
6,13,3744
6,13,3912
8,14,3900
8,14,4012
8,15,3884
8,15,3940
8,16,3880
8,16,4128
10,17,3980
10,17,3904
10,18,3892
10,18,3884
10,19,3940
10,19,3976
12,20,3764
12,20,3896
12,21,3884
12,21,3972
12,22,3960
12,22,3888
12,23,3936
12,23,3892
14,24,4148
14,24,3956
14,25,3876
14,26,3884
14,26,3948
16,27,4004
16,27,3964
16,28,3936
16,28,3888
16,29,3960
18,30,3984
18,30,3896
18,31,3884
18,31,3884
18,32,3908
18,32,3984
18,33,3876
20,34,3940
20,34,3872
20,35,3916
20,36,4008
20,36,3872
22,37,3892
22,37,3764
22,38,3924
22,38,3956
22,39,3936
24,40,3864
24,40,3928
24,41,3976
24,42,3804
24,42,3936
24,43,3868
24,43,3940
26,44,3948
26,45,3948
26,45,3928
26,46,3852
26,46,3864
28,47,3508
28,48,3956
28,48,3740
28,49,3436
28,49,3908
30,50,4004
30,50,3480
30,51,3864
30,51,3920
30,52,3424
30,53,3972
30,53,4120
31,54,3440
31,54,3944
31,55,3796
31,55,3488
31,56,4000
31,56,3924
32,57,3428
32,57,3936
32,58,3504
32,58,3652
32,59,3920
32,59,3572
33,60,3936
33,60,3968
0,61,3648
0,61,3920
0,62,3576
0,62,3564
0,62,3976
0,63,3660
0,63,3420
0,64,3928
0,64,3440
0,64,3948
0,65,3676
0,65,3868
0,65,3564
0,65,3568
0,66,3888
0,66,4040
0,66,3892
0,67,3576
0,67,3452
0,67,3936
0,67,4004
0,68,3908
0,68,3952
0,68,3572
0,68,3940
0,68,4068
0,68,3576
0,69,3888
0,69,3576
0,69,3588
0,69,4048
0,69,3964
0,69,3596
0,69,3900
0,69,3584
0,69,3536
0,69,4004
0,70,3480
0,70,3784
0,70,3908
0,70,3560
0,70,3996
0,70,3912
0,70,3888
0,70,3888
0,70,4016
0,70,3928
0,70,3892
0,70,3916
0,70,3916
0,70,4028
0,70,3944
0,70,3848
0,70,3904
0,70,3804
0,70,4004
0,70,3888
0,70,3900
0,70,3904
0,70,3912
0,70,4012
0,70,3768
0,70,3956
0,70,3872
0,70,3932
0,70,3964
0,70,3904
0,70,3900
0,70,3876
0,70,3948
0,70,3968
0,70,3428
0,71,3876
0,71,3744
0,71,3928
0,71,3964
0,71,3944
0,71,3884
0,71,3884
0,71,3972
0,72,3928
0,72,3752
0,72,3756
0,72,3884
0,72,3948
0,72,3936
0,72,3892
0,72,3896
0,72,3892
0,72,3976
0,72,3944
0,72,3900
0,72,3916
0,72,3920
0,72,4016
0,72,3932
0,72,3908
0,72,3884
0,72,3764
0,72,4012
0,72,3900
0,72,3896
0,72,3896
0,72,3920
0,73,4020
0,73,3904
0,73,3912
0,73,3908
0,73,3932
0,73,4016
0,73,3904
0,73,3896
0,73,3892
0,73,3924
0,73,3992
0,73,3908
0,73,3892
0,73,3900
0,73,3940
0,73,3972
0,72,3880
0,72,3884
0,72,3900
0,72,3984
0,72,3936
0,72,3900
0,72,3884
0,72,3892
0,72,3972
0,72,3936
0,72,3756
0,72,3892
0,72,3884
0,72,3968
0,72,3900
0,72,3820
0,72,3880
0,72,3884
0,72,3984
0,72,3768
0,72,3880
0,72,3888
0,72,3892
0,72,4024
0,72,3944
0,72,3880
0,72,3896
0,72,3924
0,72,4000
0,72,3896
0,72,3892
0,72,3872
0,72,3844
0,72,4016
0,72,3904
0,72,3896
0,72,3684
0,72,3720
0,72,3988
0,72,3896
0,72,3880
0,72,3888
0,72,3940
0,72,3976
0,72,3848
0,72,3892
0,72,3904
0,72,3932
0,72,3952
0,72,3896
0,72,3892
0,72,3880
0,72,3948
0,72,3936
0,72,3896
0,72,3696
0,72,3760
0,72,3968
0,72,3880
0,72,3884
0,72,3876
0,72,3876
0,72,3976
0,72,3876
0,72,3900
0,72,3884
0,72,3756
0,72,3972
0,72,3852
0,72,3872
0,72,3884
0,72,3876
0,72,3996
0,72,3904
0,72,3868
0,72,3864
0,72,3744
0,72,4000
0,72,3896
0,72,3820
0,72,3876
0,72,3812
0,72,3996
0,72,3908
0,72,3888
0,72,3896
0,72,3920
0,72,3952
0,72,3868
0,72,3884
0,72,3880
0,72,3896
0,72,3988
0,72,3896
0,72,3884
0,72,3876
0,72,3840
0,72,4020
0,72,3896
0,72,3896
0,72,3892
0,72,3960
0,72,3924
0,72,3888
0,72,3828
0,72,3892
0,72,3944
0,72,3904
0,72,3884
0,72,3820
0,72,3856
0,72,3936
0,72,3936
0,72,3864
0,72,3884
0,72,3888
0,72,3960
0,72,3928
0,72,3884
0,72,3892
0,72,3900
0,72,3960
0,72,3936
0,72,3760
0,72,3884
0,72,3892
0,72,3924
0,72,3912
0,72,3908
0,72,3888
0,72,3888
0,72,3988
0,72,3788
0,72,3704
0,72,3704
0,72,3832
0,72,3992
0,72,3896
0,72,3892
0,72,3896
0,72,3896
0,72,4008
0,72,3900
0,72,3908
0,72,3904
0,72,3920
0,72,4016
0,72,3900
0,72,3868
0,72,3896
0,72,3900
0,72,3948
0,72,3888
0,72,3872
0,72,3876
0,72,3924
0,72,3960
0,72,3828
0,72,3884
0,72,3876
0,72,3940
0,72,3968
0,72,3876
0,72,3884
0,72,3872
0,72,3932
0,72,3936
0,72,3872
0,72,3812
0,72,3820
0,72,3900
0,72,3928
0,72,3684
0,72,3748
0,72,3744
0,72,3952
0,72,3928
0,72,3872
0,72,3812
0,72,3808
0,72,3976
0,72,3920
0,72,3872
0,72,3896
0,72,3880
0,72,3964
0,72,3908
0,72,3864
0,72,3884
0,72,3864
0,72,3980
0,72,3884
0,72,3872
0,72,3756
0,72,3880
0,72,3944
0,72,3836
0,72,3816
0,72,3824
0,72,3900
0,72,4004
