
2,-5,3860
2,-5,3860
2,-5,3948
2,-5,3912
2,-5,3868
2,-5,3724
2,-5,3728
2,-5,3956
2,-5,3908
2,-5,3848
2,-5,3852
2,-5,3844
2,-5,3928
2,-5,3908
2,-5,3868
2,-4,3844
2,-4,3860
2,-4,3936
2,-4,3912
2,-4,3848
2,-4,3856
2,-4,3864
2,-4,3936
2,-4,3876
2,-4,3856
2,-4,3852
2,-4,3852
2,-4,3952
2,-4,3880
2,-4,3844
2,-4,3852
2,-4,3724
2,-4,3960
2,-4,3864
2,-4,3856
2,-4,3844
2,-4,3852
2,-4,3948
2,-4,3876
2,-4,3856
2,-4,3860
2,-4,3876
2,-4,3948
2,-4,3728
2,-4,3740
2,-4,3856
2,-3,3880
2,-3,3972
2,-3,3856
2,-3,3860
2,-3,3848
2,-3,3860
2,-3,3980
2,-3,3864
2,-3,3856
2,-3,3856
2,-3,3872
2,-3,3972
2,-3,3852
2,-3,3856
2,-3,3852
2,-3,3876
2,-3,3936
2,-3,3864
2,-3,3848
2,-3,3860
2,-3,3916
2,-3,3920
2,-3,3728
2,-3,3732
2,-3,3732
2,-3,3904
2,-3,3924
2,-3,3856
2,-3,3852
2,-3,3852
2,-3,3904
2,-3,3928
2,-3,3848
2,-3,3840
2,-3,3856
2,-3,3908
2,-3,3932
2,-3,3856
2,-3,3856
2,-3,3852
2,-3,3908
2,-3,3900
2,-2,3852
2,-2,3840
2,-2,3848
2,-2,3940
2,-2,3900
2,-2,3860
2,-2,3696
2,-2,3720
2,-2,3920
2,-2,3888
2,-2,3828
2,-2,3852
2,-2,3856
2,-2,3920
2,-2,3896
2,-2,3848
2,-2,3832
2,-2,3856
2,-2,3944
2,-2,3892
2,-2,3852
2,-2,3860
2,-2,3740
2,-2,3932
2,-2,3920
2,-2,3852
2,-2,3852
2,-2,3848
2,-2,3948
2,-2,3876
2,-2,3864
2,-2,3840
2,-2,3860
2,-2,3964
2,-2,3744
2,-2,3708
2,-2,3716
2,-2,3840
2,-2,3960
2,-2,3868
2,-2,3840
2,-2,3840
2,-2,3844
2,-2,3948
2,-2,3856
2,-2,3820
2,-2,3840
2,-2,3848
2,-2,3932
2,-2,3876
2,-2,3852
2,-2,3844
2,-2,3752
2,-2,3944
2,-2,3840
2,-2,3860
2,-2,3848
2,-2,3884
2,-1,3960
2,-1,3852
2,-1,3856
2,-1,3844
2,-1,3872
2,-1,3952
2,-1,3848
2,-1,3728
2,-1,3716
2,-1,3752
2,-1,3972
2,-1,3868
2,-1,3856
